0,2.75,10,17.5,51,12.4375,12.70279934152749,1.13799686802357,0.5700355509862494
112,448.25,787.5,1189,3204,891.53125,604.725989864385,1.430379567477505,2.59232476345859
0,2.75,8.5,15.25,40,10.515625,10.24306530803948,1.023323212417433,0.2593060726311318
112,444.25,778,1185.25,3202,881.015625,603.4723200129608,1.452223676003049,2.686129239949007
-1,0,0,2.25,20,1.921875,3.648459938197886,2.493914102039898,7.934493596533915
1,2015.75,2413.5,2755.5,3092,2310.546875,603.9336379418672,-1.429103588044082,2.590598617427434
0,0.002367430341753726,0.01201877092300335,0.02157683964625396,0.08661417322834646,0.01571342640223464,0.01757090270424988,1.851350349861586,4.169184059704876
0.3846153846153846,0.7843137254901961,0.9285714285714286,1,Inf,NaN,NaN,0,0
0.00124804992199688,0.01688026021483528,0.02849899937393573,0.05055262083229045,0.1538461538461539,NaN,NaN,0,0
0.003117206982543641,0.04118137718428316,0.06710072476423332,0.1087122756933116,0.287958115183246,NaN,NaN,0,0
0.0007802137785753295,0.01061585420594308,0.01808050770348948,0.03295765253612146,0.1049618320610687,NaN,NaN,0,0
0.02757637165698668,0.09030942518344388,0.1138076297037506,0.144894063209096,Inf,NaN,NaN,0,0
0.8461538461538461,0.9494473791677096,0.9715010006260643,0.9831197397851648,0.9987519500780031,NaN,NaN,0,0
0.0009363295880149813,0.6303058676654183,0.7562421972534332,0.861267166042447,0.9650436953807741,0.7244264981273409,0.1880906795605318,-1.451284683048933,2.685668178889117
0.03495630461922597,0.1387328339575531,0.2437578027465668,0.3696941323345818,0.9990636704119851,0.2755735018726592,0.1880906795605318,1.451284683048929,2.685668178889112
